split_1	split_2	split_3
11288	27225	45999
11289	27473	13683
11292	15459	25933
11293	45026	13969
11297	27855	19141
11298	42861	18682
11301	21488	23221
11303	43270	41430
11305	28016	10203
11306	4777	27207
11309	40085	27584
11310	30310	35954
11312	21489	43202
11315	13524	36296
11316	38711	42977
11319	40795	31785
11320	5018	31257
11325	29637	11930
11326	32224	32865
11329	23706	9228
11330	3193	28947
11331	21434	23918
11333	45405	15490
11334	40709	37637
11337	43953	16573
11343	19768	230
11345	44464	8632
11347	34009	33336
11348	13106	43568
11353	22041	31236
11354	34340	5034
11358	35667	45078
11359	12755	8039
11362	43595	22132
11363	6288	3141
11366	13450	20243
11367	30549	10488
11368	10709	16836
11371	24079	23087
11373	7216	42580
11375	17220	20681
11377	16035	31424
11378	21577	41675
11379	46730	30690
11381	9256	24572
11382	25792	30375
11383	18217	3616
11385	45997	47110
11387	2505	32055
11388	12773	33446
11389	31761	359
11390	1098	29612
11391	24989	44898
11392	36095	17426
11395	8017	7856
11397	26735	46044
11399	5993	35065
11400	31234	21431
11401	16978	40117
11402	23164	33495
11403	48347	5475
11406	29662	27047
11407	28986	2306
11408	5089	5687
11409	21347	13810
11411	3507	16710
11413	33621	11230
11414	25925	40332
11415	40786	46259
11416	31128	21838
11418	29845	36848
11421	3349	22983
11423	34248	11212
11425	48317	30550
11426	10250	36969
11427	16089	20665
11428	8351	44942
11430	30039	15974
11432	19204	46983
11433	28905	10489
11434	39186	49793
11435	12167	45549
11439	33505	10179
11443	10830	6213
11444	27446	41766
11447	38159	17161
11448	7328	40976
11450	3304	24671
11451	10351	718
11453	29749	19192
11455	25538	17618
11459	21921	6961
11464	26571	36038
11467	5242	41111
11468	25633	47202
11469	37409	6869
11470	20734	20124
11472	40847	14804
11473	26111	16725
11476	21289	3068
11477	45148	939
11479	47789	24704
11481	30230	1792
11482	48184	20615
11485	9604	34048
11486	30699	14058
11489	11449	4612
11491	46445	9769
11492	10758	41190
11494	47516	4431
11495	47229	28793
11496	40569	27533
11497	36669	20749
11499	48274	11363
11500	38942	15395
11501	30819	12461
11503	34871	37464
11504	49269	304
11505	43870	21509
11506	14996	6407
11510	34304	46107
11511	36500	6453
11514	23353	17988
11515	33136	11888
11516	35758	45218
11521	32121	17657
11522	48179	1527
11523	21286	3689
11524	28069	45512
11525	9792	17171
11526	30354	26980
11528	30172	31451
11529	21032	7305
11530	2432	49970
11531	23732	10509
11533	38820	20212
11534	3186	19871
11536	42175	22323
11539	27312	41235
11541	449	2811
11546	3388	2201
11548	1468	24277
11550	5253	1729
11551	29595	38126
11553	3611	43292
11554	37396	16020
11556	39340	35750
11557	43153	30137
11558	27293	24100
11560	10302	48884
11561	36624	23040
11563	2596	40075
11564	12202	6125
11573	22643	5433
11576	19844	27144
11577	17386	26481
11581	2657	22502
11582	21989	24903
11586	46359	37706
11587	44357	13950
11588	16376	17142
11589	14489	39350
11590	17982	15449
11593	45906	25033
11597	32042	36138
11601	10675	49779
11602	934	37621
11603	8715	45229
11605	44698	27947
11607	12585	37915
11608	39014	40114
11609	31656	39449
11611	9797	28490
11612	6518	34006
11614	26846	24421
11618	17346	42748
11619	24002	32346
11620	45902	12883
11623	39943	33066
11626	15028	35128
11629	12071	27525
11633	4432	22194
11634	2386	49007
11635	18091	9304
11637	26462	3194
11638	793	10044
11641	19191	6989
11642	2502	47074
11644	3648	18332
11646	46266	25292
11651	4677	34381
11654	1785	10459
11656	44441	7771
11657	33706	536
11659	36527	22317
11662	43957	44246
11666	32929	30243
11667	6668	13227
11668	11395	34357
11672	9033	11714
11674	12613	7388
11676	10308	11410
11678	4047	19536
11681	20038	29397
11682	3262	35718
11683	20043	1306
11686	18036	27377
11687	6142	9785
11689	37389	17111
11691	16292	41870
11692	23548	12003
11693	23529	46609
11694	27878	45540
11697	37327	40769
11698	4452	22997
11699	29492	389
11700	46756	1543
11702	5926	20972
11704	968	35794
11707	42963	12738
11708	13358	9684
11711	13281	36445
11712	40371	6905
11713	1542	2245
11714	38328	4154
11715	40337	11286
11718	13174	48317
11719	10496	45179
11720	19591	23294
11721	12958	16389
11724	16157	22891
11726	17683	5093
11727	38124	46733
11728	5906	9637
11730	18920	38339
11734	38724	11633
11735	22163	32683
11737	47602	19804
11738	27775	28315
11740	3028	10192
11743	8147	27603
11746	30654	8907
11747	5753	33894
11748	3400	545
11749	48959	38987
11750	5508	33225
11753	42563	26469
11757	5546	48545
11758	28051	221
11759	25410	23238
11760	2456	20060
11761	19774	45471
11762	2440	11489
11763	22770	11872
11765	37602	8761
11770	16434	35015
11771	15379	11154
11772	3445	22844
11776	38919	19642
11777	14262	3526
11778	15709	32383
11779	15368	8019
11780	44434	8066
11781	13371	48738
11789	27264	38530
11798	2408	25362
11799	43901	37180
11802	18362	7718
11803	8187	15148
11804	38780	4606
11805	28814	6136
11807	34696	27692
11809	4449	33864
11810	43541	26046
11812	13270	25925
11814	20	12313
11815	1697	1533
11818	41036	6712
11827	46703	48393
11828	10843	26624
11831	9259	10
11835	429	26544
11839	28387	2191
11840	29589	45543
11841	40425	48432
11842	36257	18340
11845	31215	29960
11847	39536	49277
11849	49653	8924
11850	12399	14398
11851	43625	2232
11853	49217	43628
11855	1992	28580
11857	20169	15971
11859	10619	9399
11863	926	49898
11865	47668	12878
11866	17062	12978
11867	36830	3080
11868	3703	32698
11869	42517	17064
11870	6826	12250
11871	26523	45110
11872	42433	9397
11875	40232	10826
11877	37993	20477
11882	41796	33060
11884	13558	24220
11886	334	1675
11888	21455	21357
11889	7166	24611
11890	28297	30407
11894	46082	5403
11896	16068	33190
11897	48010	8471
11898	22527	44823
11899	13230	18241
11902	31995	25494
11904	34045	12756
11907	31168	505
11909	13223	43037
11912	33620	1631
11918	4591	5799
11923	41103	47368
11929	10225	25136
11932	40920	2092
11933	43207	3583
11934	25576	26414
11938	8687	40259
11940	15712	37794
11946	17729	31846
11947	12624	34744
11949	12539	1258
11950	38051	18071
11952	16380	39769
11953	39809	22131
11955	35471	1521
11956	26066	9772
11957	33099	33369
11961	25876	341
11962	49763	41887
11964	31094	48455
11966	7677	24007
11967	27902	46053
11969	5232	40797
11970	39843	25701
11971	46900	18731
11973	9037	46058
11975	35247	25633
11976	36755	26274
11977	14093	4407
11979	38564	32710
11980	11908	38070
11982	5292	15774
11983	21325	21788
11984	14627	14842
11985	41676	9034
11988	22855	43211
11990	5104	1689
11991	4477	40195
11992	9549	2003
11993	23263	6504
11994	1440	14584
11995	21134	14910
11999	19366	33837
12000	4360	39478
12001	20108	10020
12003	46612	14598
12008	29612	41166
12011	4961	5114
12012	28968	33713
12014	3286	48627
12017	35782	38202
12018	28591	36455
12020	23662	28367
12021	21459	27004
12022	7086	4113
12023	2660	23015
12024	25239	28476
12025	26615	17318
12027	40976	28865
12028	14495	21751
12029	20822	11664
12036	33962	13711
12037	10815	3981
12043	32984	8805
12045	43041	13640
12049	32011	10247
12055	5670	5700
12061	15367	43693
12062	40921	46509
12064	22623	42882
12065	34699	931
12066	22018	15101
12067	14577	39358
12071	13669	14839
12073	997	29541
12074	39995	47325
12075	34471	14597
12077	7785	28317
12078	1084	17905
12079	20664	35658
12081	10226	40759
12082	12718	41879
12083	31432	5712
12086	10702	9629
12088	40971	49656
12089	38351	21948
12091	24376	19844
12093	15666	38940
12094	36269	10411
12095	224	43099
12096	9123	42685
12097	27709	49635
12099	47506	28579
12100	29016	4553
12101	1208	27417
12104	7163	13497
12105	715	40561
12106	13828	1448
12107	8090	4404
12111	8410	20554
12112	24620	9318
12113	36175	21247
12116	38275	32378
12118	18608	9159
12119	44272	26290
12120	1153	47370
12121	44521	10239
12122	31346	39489
12126	41290	47705
12128	4201	13145
12130	47455	28683
12131	33038	22684
12136	35494	3932
12140	43087	19115
12143	32381	6288
12145	18167	40240
12147	22034	5701
12149	11216	25840
12150	39161	29241
12151	4418	14209
12152	34138	33161
12153	5279	25538
12154	10656	38164
12155	15264	257
12158	15903	22555
12160	27219	20069
12164	5787	25131
12166	44683	28716
12170	16420	1453
12171	22396	21028
12172	41011	36356
12173	43885	10197
12174	19806	38234
12178	35383	369
12179	28277	16789
12180	29247	17079
12181	16563	21917
12182	42047	9564
12184	42518	28339
12188	39232	26068
12191	15717	10195
12193	29558	972
12194	30119	3569
12199	6671	28369
12204	8995	23104
12205	42363	20696
12206	39707	28746
12207	38236	35624
12208	22794	11910
12211	35705	3487
12214	6773	28912
12215	33625	42533
12217	5425	14251
12218	49334	22843
12221	17457	11333
12223	31629	38232
12224	13855	22255
12225	12295	46162
12228	35945	19014
12232	21627	5798
12234	17071	7980
12235	24414	16095
12236	41118	40116
12241	14075	45798
12243	6145	2108
12244	42170	14660
12245	3812	35970
12247	23842	6063
12249	45922	41907
12250	4214	48944
12252	31682	20468
12254	21240	2687
12255	48765	28845
12256	48480	14125
12257	4856	6420
12258	5416	28304
12259	38491	43396
12261	45864	29354
12263	21428	26710
12264	45573	29659
12265	12622	3489
12267	21828	28662
12268	34062	4763
12269	44094	2261
12270	17343	46152
12271	39930	7146
12273	43081	41311
12275	4411	3230
12277	30466	49015
12278	44492	35263
12281	32008	8464
12282	22777	17819
12284	30464	49797
12285	32520	28262
12286	10152	21447
12293	34030	23907
12295	5474	710
12296	11163	48452
12302	28651	23914
12303	43835	39519
12306	47753	21724
12308	13044	49643
12311	45808	22771
12313	7179	32467
12316	2735	19094
12318	13715	46911
12319	40523	5775
12320	33734	41558
12321	4276	26932
12322	33005	27620
12330	49702	36134
12331	42323	44892
12332	34606	337
12333	18636	15391
12335	3983	41266
12336	26268	16532
12337	24198	12835
12340	45353	30436
12344	19170	3165
12348	10358	48510
12353	7638	8087
12355	38274	3513
12356	37499	44268
12357	17022	41770
12359	13089	2775
12360	16870	25338
12362	27926	25508
12364	42287	2714
12365	36475	31482
12370	44157	47650
12372	12766	47328
12373	28492	16972
12377	8295	9569
12380	29491	745
12381	49795	48304
12383	21715	49373
12384	32488	37732
12392	43594	42698
12393	2789	2315
12394	7385	43753
12395	38288	24962
12397	46889	43206
12400	11572	20266
12402	32114	46158
12404	38903	42833
12411	33838	28955
12412	39977	28169
12414	39205	14715
12415	22698	45262
12416	46376	2867
12417	32028	5485
12418	9333	22085
12420	38319	49288
12421	18236	28771
12422	37996	24518
12424	29618	41715
12427	13695	46479
12428	15635	46510
12429	293	28892
12430	43001	30057
12434	15775	15105
12438	32124	26041
12439	42129	5486
12443	35076	35922
12446	36397	7599
12448	19854	23122
12449	31760	45975
12450	13515	4831
12453	36402	13646
12454	44813	8031
12455	29202	23863
12456	29578	32434
12458	11427	20866
12459	30037	42894
12461	23020	7172
12462	31080	37697
12465	49095	47963
12467	22201	6889
12469	46702	15758
12471	42541	41718
12472	28680	36818
12474	16331	43293
12478	2079	20272
12479	509	39795
12481	46732	8178
12483	23720	41478
12484	43006	14530
12488	8145	43123
12490	15344	4660
12491	13820	33319
12492	46358	37766
12493	27160	30001
12494	35589	13710
12495	33355	25559
12499	18215	33020
12500	29044	49787
12501	19951	20705
12502	3975	19337
12503	17318	13995
12505	47308	14324
12509	30940	29492
12510	29807	3394
12511	38271	22551
12512	7642	10689
12514	22884	38817
12516	16595	49436
12518	8769	26994
12519	12933	42528
12520	44226	28894
12523	25525	6410
12524	13049	31219
12527	35804	4212
12529	5865	30638
12531	44430	20062
12532	5087	20352
12533	13024	24747
12536	27659	5040
12538	27682	913
12539	47290	32042
12540	2427	19199
12544	35398	45446
12545	11422	35181
12546	26573	35135
12547	2376	24337
12549	28787	6387
12550	18531	14599
12552	18542	13236
12553	15579	37541
12554	28320	48468
12555	18254	49304
12558	40571	2548
12559	7939	41826
12560	7533	42786
12562	268	7020
12563	13116	11185
12564	3579	26385
12565	10968	46178
12566	37048	48733
12569	29334	28554
12574	24304	23480
12576	28725	41748
12577	46249	4241
12581	20040	24876
12582	32785	41916
12584	12047	1094
12587	26151	33768
12588	27695	28927
12591	47476	24153
12592	35524	8389
12593	3802	37810
12595	26263	34624
12597	1916	21766
12598	44283	6591
12600	43875	4164
12602	24970	11711
12604	26905	3861
12605	26975	4504
12606	19960	9152
12609	32965	15266
12610	2170	10160
12612	11770	5719
12614	42295	34632
12615	9625	35458
12617	5940	25578
12618	36060	42495
12621	41022	27489
12626	49337	26085
12630	8503	7681
12631	23129	45129
12634	18260	49113
12636	30607	40226
12637	43458	2889
12644	20385	17955
12645	23288	27884
12646	671	24132
12648	10428	46452
12650	32160	5205
12651	5687	41151
12654	41731	8903
12655	15971	17229
12656	27425	5419
12657	45402	9975
12658	2945	37821
12661	13694	38575
12662	41114	3429
12664	44132	48088
12666	46904	39698
12667	41296	34462
12668	15598	16652
12669	29930	40392
12671	23947	44747
12675	35156	25694
12676	41207	1934
12679	12986	34607
12680	40491	40076
12684	30839	30549
12687	3343	43278
12690	30763	33789
12691	1351	34907
12692	44800	36570
12696	49396	1623
12698	8752	28291
12699	36783	47978
12700	8205	16295
12701	4151	845
12707	46582	27704
12708	41341	26001
12710	33226	35589
12714	3046	24465
12717	1654	2691
12718	40020	42804
12719	29860	32856
12721	41698	31739
12723	35580	35206
12726	44722	17888
12728	7558	8287
12729	21757	31885
12730	46381	12901
12731	25800	19559
12740	38479	5366
12741	49611	29683
12742	4372	17014
12743	38404	31374
12744	36087	14904
12749	24459	16411
12750	39683	9331
12753	27398	30737
12754	42240	29148
12757	28250	18036
12758	27934	2903
12759	26140	37692
12760	16979	3965
12761	35633	33197
12762	18960	4464
12765	36464	46622
12767	37868	11615
12769	7292	39399
12773	14300	19454
12774	40886	26293
12778	17442	13032
12780	25252	30279
12781	28531	39504
12785	6685	14885
12789	48257	37898
12790	8473	29176
12791	26651	1820
12792	3754	18992
12793	1134	34241
12794	39790	28035
12795	20816	43635
12804	19363	40870
12806	43687	23227
12807	11880	29480
12808	26252	41298
12809	38263	2549
12815	15722	46038
12816	13152	2757
12817	23623	26140
12820	49046	5456
12821	33341	41714
12822	34895	5006
12828	21463	11161
12832	15764	44476
12833	38960	2259
12835	11929	17956
12837	39115	31735
12840	20120	16897
12841	15062	42565
12842	31528	35411
12844	44671	3074
12846	23089	46578
12848	44318	31061
12851	22932	34187
12854	27207	43670
12855	3960	48056
12860	4983	45963
12862	46711	32482
12863	13271	17883
12864	6157	44543
12865	5318	5518
12866	37160	12394
12868	48348	1717
12870	27608	48292
12875	9555	9781
12876	29374	44356
12878	42940	30449
12879	39582	45604
12880	42759	22370
12881	48597	13540
12882	28604	40994
12884	22921	492
12887	19083	25746
12888	20732	10408
12889	11146	28906
12890	39724	251
12893	7302	8329
12899	25927	379
12900	21035	47584
12901	41791	8810
12904	48051	5656
12908	33450	48691
12910	49719	9257
12912	12748	38682
12913	45998	4534
12914	28774	19525
12915	6212	31966
12917	28269	35601
12920	35693	23774
12922	27186	38025
12923	5380	40699
12927	24505	13951
12928	14883	1972
12929	47241	31575
12930	14202	34220
12931	14091	32450
12933	10054	1195
12939	23683	28667
12943	40237	48282
12945	17090	40548
12947	24764	6785
12948	36261	34817
12949	19748	7290
12952	15694	34724
12953	28737	49456
12954	40294	34761
12957	17310	46939
12959	20946	19451
12962	34435	22152
12963	18921	41872
12964	13573	28904
12966	48609	13098
12967	26624	3549
12973	35491	40413
12974	32635	312
12975	24353	41624
12976	42628	29156
12977	41456	25052
12978	10184	41668
12979	16262	27680
12980	32624	25187
12981	25317	10493
12982	24706	24464
12983	46896	9945
12986	21465	34498
12988	28040	24520
12989	46181	10506
12990	31893	20006
12991	42806	13945
12992	28048	47799
12997	25895	41716
12998	4606	40713
12999	21911	11988
13001	8784	12569
13002	25575	20059
13003	24390	30890
13005	21578	48648
13006	11065	38135
13007	9646	1604
13008	49579	25085
13014	46754	23203
13015	20782	46136
13018	30467	10229
13019	10387	4003
13021	38419	44307
13023	36364	28790
13024	32737	17549
13026	12141	32110
13027	15782	34575
13028	12318	10841
13030	29430	44769
13032	16655	16271
13033	22412	25268
13034	40114	15102
13037	12132	3228
13041	43356	1978
13045	3626	5227
13046	21781	21202
13051	45790	18110
13052	28399	3272
13053	46784	49741
13054	32663	12714
13060	14928	12317
13061	15232	11974
13062	27163	33905
13067	41085	5564
13068	48914	8610
13069	6855	48199
13070	6487	19934
13071	45535	44104
13073	43587	24732
13075	28973	16599
13076	462	17555
13077	25507	30345
13078	5557	21713
13079	9381	30754
13081	33237	29101
13085	10376	5099
13087	2193	19142
13090	25997	46068
13091	4321	21216
13094	26505	2797
13097	27205	32613
13098	34981	9798
13101	19970	10093
13102	8662	20317
13103	47484	22763
13106	40797	44168
13107	22541	21269
13109	47008	25748
13110	45669	21118
13111	4550	8927
13113	6921	36754
13114	46987	8054
13115	28527	33607
13116	6238	45196
13117	143	23308
13118	9986	46417
13119	43478	6138
13120	3027	45527
13126	48310	34522
13127	18987	28285
13129	28625	21091
13130	3387	38363
13132	43508	15584
13133	21635	31068
13137	8143	23110
13140	3590	16737
13142	18898	31152
13143	30959	40374
13147	29243	392
13148	15821	41992
13149	18370	36569
13151	1893	4795
13152	32897	26728
13154	16759	43435
13155	39813	744
13157	10599	4343
13161	32920	11778
13163	32433	9600
13165	16915	44120
13168	970	42475
13169	46755	29033
13170	31388	36118
13173	38975	37260
13174	30955	25462
13176	18079	2425
13179	49474	7898
13180	20530	38175
13184	26058	5148
13185	45372	48604
13186	46578	35115
13188	1671	34743
13191	32304	18368
13193	34823	25607
13194	39731	43731
13197	2258	455
13198	49453	28931
13200	46706	48597
13202	28858	12814
13203	41635	8498
13205	37527	2998
13206	45615	15483
13208	42271	1118
13209	14061	10831
13210	42571	40004
13212	44572	44973
13213	14902	16665
13214	10652	466
13217	6885	42651
13219	46625	30235
13220	22768	24080
13223	40512	15546
13224	17549	10783
13225	45805	21975
13226	7645	35825
13227	40639	24177
13228	14872	16586
13230	1880	17998
13232	28078	29592
13233	5540	16314
13235	4262	1256
13240	24826	27550
13242	44719	22636
13243	40192	37042
13249	35679	8224
13251	11559	37702
13253	5989	45959
13254	32397	44863
13255	35174	22076
13259	47999	27438
13261	46006	40596
13262	45762	48462
13263	36258	9059
13264	48550	23409
13266	47783	43925
13269	43628	33428
13270	44424	34054
13273	28001	1248
13275	6182	41115
13280	32925	34773
13283	43895	29880
13285	10552	47281
13288	34782	1888
13295	24942	1777
13296	25893	7690
13298	53	32821
13304	27268	3716
13306	29431	28253
13310	19223	25720
13311	6881	40187
13313	47328	37827
13314	31603	48589
13315	4584	49130
13318	38363	29449
13319	47134	35585
13320	37479	31614
13324	1904	43246
13325	27917	48970
13327	4545	4434
13328	3678	12611
13330	1820	39024
13331	24333	18923
13334	26498	23131
13338	33403	47270
13346	3448	44440
13348	30505	5216
13351	11416	45967
13356	48601	43441
13357	40777	2327
13359	44314	30559
13360	17263	34180
13361	20067	29003
13363	5475	21888
13364	10988	3848
13365	33219	41419
13366	43911	45919
13368	15055	705
13370	21734	849
13371	45324	25973
13374	43619	3421
13376	42370	14205
13377	38647	35349
13381	19641	13195
13383	49253	22764
13386	13623	772
13387	7142	46188
13388	34460	32338
13389	4382	27329
13390	42574	23799
13391	1843	13581
13392	45537	36846
13394	5650	12267
13398	48600	49561
13401	23660	47628
13403	48121	23023
13406	43916	12550
13407	14635	8241
13410	9443	24228
13411	42354	25714
13415	24868	15196
13416	13389	2377
13417	39991	29225
13419	7024	36307
13420	46464	43271
13421	4663	26253
13425	18558	9453
13426	9409	738
13430	8368	25294
13431	2770	1901
13432	856	43942
13433	30410	4637
13434	12653	34433
13437	31380	43394
13438	8598	32953
13439	13447	13653
13440	43608	28284
13443	17768	6887
13446	47014	44314
13449	39503	28343
13453	26195	41616
13454	34642	48952
13457	39000	44648
13461	18342	35821
13463	48127	37027
13464	4075	48550
13467	19993	4792
13472	41573	44865
13473	9411	3092
13474	48821	18646
13475	34119	30654
13476	27305	12846
13482	33113	26767
13484	34372	47693
13485	33853	43344
13489	36695	27286
13491	13953	44771
13493	8802	7362
13494	34557	47391
13497	45801	8365
13499	43229	13777
13501	45662	23204
13502	24099	43555
13503	36285	14661
13504	27424	2449
13505	8170	3072
13506	29747	39266
13507	30901	40317
13509	42387	2367
13510	38804	47823
13512	34242	2488
13514	47477	46003
13518	5568	8414
13520	27733	28623
13521	36079	6666
13522	31195	31153
13523	11353	17448
13526	241	38048
13528	12165	45162
13529	28376	18811
13530	39711	34352
13531	23858	35700
13533	26976	21074
13537	28719	18612
13538	45584	21175
13539	23270	45771
13540	12079	22590
13541	6839	18304
13542	45775	4116
13544	48606	20709
13549	39409	19305
13550	6601	1525
13552	1216	543
13553	26645	16344
13555	10967	47790
13556	27215	18317
13558	19512	36749
13563	5473	47013
13566	10065	8494
13568	9540	22388
13571	37487	35655
13572	31750	30007
13574	8564	33706
13576	21403	36864
13579	9083	27201
13580	32504	26855
13581	10394	49061
13582	157	15875
13583	25939	28377
13584	7671	6676
13591	29535	14072
13592	21511	34414
13593	41491	32132
13595	15337	42442
13596	37739	37414
13597	34161	40225
13598	41753	13085
13599	4762	29339
13600	31758	31108
13602	41571	42940
13607	7539	29740
13608	41980	49986
13610	44650	16262
13611	9695	37882
13614	29835	49414
13616	28451	40756
13617	18058	7776
13619	2483	21934
13625	26220	43297
13630	11977	16611
13636	16423	36261
13637	5778	40272
13638	705	3133
13639	46411	27227
13640	3672	36995
13650	1871	34676
13651	10126	38341
13653	28273	32210
13655	49169	10858
13656	34345	8271
13658	24630	1249
13665	9269	28782
13667	41614	12851
13668	8783	8225
13669	31773	17488
13674	25136	1885
13675	24622	28466
13676	28521	24654
13677	42051	21228
13678	24025	46037
13679	47273	41403
13680	20780	27999
13681	13857	34034
13682	44700	14815
13683	31281	13568
13684	25220	1036
13685	29456	5681
13687	5732	5864
13688	19002	38344
13691	28924	30570
13695	47203	27712
13696	7050	9274
13698	18590	21590
13699	10220	26456
13701	3976	18498
13710	43918	41628
13711	32553	7918
13712	31616	39352
13714	8599	28753
13715	15003	18724
13718	8844	42171
13724	18704	37928
13725	48355	18898
13726	48110	26536
13727	45430	27971
13728	39292	32268
13730	8120	30947
13736	41473	18482
13737	37481	32015
13739	4412	43612
13744	18986	40998
13746	21742	24169
13747	16256	23880
13748	15607	19231
13749	21975	41965
13751	14313	648
13753	27444	40983
13757	40271	8985
13762	19136	2316
13770	46450	22674
13771	8555	32641
13772	7295	38104
13773	14676	18381
13774	4344	43294
13776	15087	20692
13779	15116	1059
13783	5210	21795
13785	42135	25020
13787	41851	9041
13791	25245	27276
13793	14483	2542
13794	12996	28549
13800	38424	39177
13801	48586	1398
13803	11658	19720
13804	25286	48328
13806	12897	20129
13807	46602	17325
13809	4579	29752
13812	35221	32696
13813	20944	68
13814	8976	16065
13817	45054	47825
13818	12821	28191
13819	24135	15144
13820	6429	16812
13822	33894	9647
13824	35482	46432
13825	49747	5358
13827	48551	27793
13828	14007	21649
13830	6106	12697
13838	5686	24724
13839	8271	47800
13840	40641	11214
13841	42364	34842
13845	3227	31003
13849	41446	49003
13850	23666	27530
13854	34525	47280
13855	20513	8887
13856	20491	25430
13860	31700	40705
13861	18546	40659
13863	9777	7209
13865	18992	41134
13866	21839	20304
13870	43601	31626
13871	6299	19366
13873	11894	9939
13875	25903	40036
13876	15417	39508
13880	10072	8251
13881	3348	40433
13884	12555	35006
13885	42539	13426
13889	27911	11150
13890	28219	42700
13893	19470	43062
13896	8199	14712
13897	1715	45084
13900	13071	10301
13902	44120	2881
13903	24456	30188
13904	9518	21571
13906	34370	27360
13907	28074	11798
13908	39267	11459
13910	29296	9631
13911	31523	36996
13912	20179	2103
13913	43259	40160
13915	43829	24738
13916	47932	785
13917	14905	46818
13919	2984	34441
13920	5025	4364
13923	18281	34454
13925	18828	6945
13926	39372	4771
13927	35204	44763
13928	46807	16880
13932	1806	46056
13934	14852	32439
13935	30060	5897
13936	4459	13048
13937	40591	23832
13939	43854	4813
13940	27326	14915
13941	43058	9738
13942	25653	41892
13943	26506	30792
13945	32300	276
13946	33085	3136
13947	35198	15879
13951	19808	23618
13954	25651	7914
13956	29632	6226
13957	9982	18750
13960	6482	18940
13961	34170	8107
13963	2091	24752
13964	27174	32766
13967	24321	42979
13968	31532	39512
13971	24030	11360
13972	18139	1743
13973	26277	9983
13979	21738	38845
13980	47988	4690
13982	877	43156
13984	43026	33875
13985	29413	34348
13988	30396	23209
13989	47445	17918
13990	45104	44121
13991	11431	19540
13993	28038	17832
13996	47691	25606
13999	7317	49026
14000	31548	10756
14001	28612	20147
14002	11603	7984
14005	41841	24883
14007	41052	22151
14008	22897	36320
14009	9574	431
14010	46141	47589
14011	7225	1119
14014	1808	6347
14015	44242	2737
14017	35390	38465
14018	37987	20900
14023	15637	40876
14024	49684	25567
14026	7953	5532
14028	47657	5785
14031	14440	1937
14034	7584	35356
14038	3272	18277
14039	29397	10222
14042	8875	23497
14043	42531	31513
14048	26561	48893
14049	36821	11819
14051	37274	45313
14055	29656	17673
14057	39035	4202
14058	42735	45577
14059	1948	39983
14061	16074	46883
14062	31398	1209
14063	43054	30239
14065	47573	28334
14066	23019	5166
14067	45748	46506
14069	10312	33596
14074	10687	16324
14075	28075	25256
14077	27872	35732
14081	14910	44617
14084	25533	44532
14085	22871	15673
14087	11809	1031
14088	13952	39265
14089	36778	14506
14091	38127	33074
14093	16421	19799
14094	12427	38458
14096	22503	7955
14097	28735	47431
14098	29751	35466
14100	27763	28739
14103	19615	24347
14104	1999	8661
14109	4092	1753
14111	18191	6821
14113	12844	1943
14114	30309	28212
14115	34683	48631
14116	2675	42492
14118	41510	33797
14119	15316	32727
14120	36910	34291
14122	9804	8141
14124	19349	42769
14125	9961	30838
14126	11798	18404
14127	19958	48137
14134	38444	44499
14136	29231	19976
14137	20325	36929
14140	44753	145
14142	29676	31523
14144	35651	4932
14145	16491	30712
14146	46611	47607
14152	25172	10353
14157	13704	30296
14159	42853	11135
14160	9146	18199
14163	46184	10892
14164	9535	27126
14166	39748	47667
14174	21925	24330
14175	34006	14353
14177	23069	28203
14178	18838	12966
14184	3284	47472
14186	27338	45684
14188	36399	16217
14189	7957	47728
14193	5400	27577
14195	29286	41888
14201	34283	25597
14202	14508	25380
14203	10872	31189
14206	23963	45939
14208	5970	31992
14209	46297	34075
14211	19436	28080
14212	22718	24857
14215	47249	4947
14218	44150	28239
14220	22157	48578
14221	1280	14781
14222	35662	14711
14223	30511	39606
14225	5715	46612
14227	19124	28994
14229	5673	19058
14236	3572	2807
14237	30162	45341
14238	4348	42587
14244	29754	9988
14245	47438	13050
14247	17715	28604
14249	19311	35454
14250	18779	33340
14256	14084	48919
14257	49354	22958
14259	29839	29710
14260	21525	30211
14261	8634	46185
14262	33175	6260
14265	16956	31505
14266	30594	21873
14267	39135	13043
14268	37620	47942
14269	412	37171
14273	7033	26135
14274	19743	30749
14275	48436	34612
14277	36894	9396
14279	32716	42339
14285	28286	33005
14287	11539	40215
14288	15907	45249
14290	48827	6752
14291	33388	2839
14292	10538	20549
14293	34581	34505
14294	14791	14821
14295	27986	25486
14298	38414	8691
14303	1305	23020
14305	26918	609
14306	49004	18623
14309	1146	26965
14311	24878	31117
14317	5982	49575
14319	48045	39767
14322	8020	32792
14324	2161	10150
14325	47559	37326
14327	47723	10339
14328	4534	43560
14330	20756	45440
14333	1206	47842
14335	23075	34467
14336	49430	40547
14339	9069	19465
14341	34091	18253
14342	49070	20402
14343	14515	34392
14344	21872	18142
14345	5219	31407
14348	48608	7026
14349	6189	3055
14350	10805	20505
14351	23727	36739
14352	36872	48119
14353	4290	27775
14355	44679	24543
14356	30232	38833
14357	25835	33079
14359	47005	11460
14363	18012	42745
14364	45114	26371
14369	4546	36906
14370	47803	45094
14371	21191	1726
14372	36957	21669
14376	38455	19786
14377	45993	44036
14379	17217	31727
14380	24676	22396
14381	11164	792
14384	6054	38410
14385	46055	47749
