new_id,prob
12650,0.0113
12651,0.2958
12654,0.9903
12655,0.1698
12656,0.9606
12657,0.0171
12658,0.9967
12661,0.9873
12662,0.0032
12664,0.1293
12666,0.9628
12667,0.554
12668,0.0567
12669,0.9488
12671,0.0314
12675,0.2076
12676,0.9977
12679,0.9939
12680,0.1227
12684,0.9996
12687,0.0217
12690,0.8081
12691,0.5131
12692,0.1172
12696,0.8385
12698,0.9821
12699,0.9983
12700,0.0507
12701,0.9955
12707,0.9161
12708,0.451
12710,0.9461
12714,0.1077
12717,0.0219
12718,0.0014
12719,0.1277
12721,0.6272
12723,0.3014
12726,0.4078
12728,0.9381
12729,0.987
12730,0.0613
12731,0.2993
12740,0.0496
12741,0.285
12742,0.8242
12743,0.8653
12744,0.0039
12749,0.9602
12750,0.0056
12753,0.6545
12754,0.0072
12757,0.468
12758,0.0098
12759,0.9297
12760,0.1313
12761,0.9701
12762,0.0048
12765,0.0041
12767,0.0045
12769,0.4165
12773,0.001
12774,0.9962
12778,0.7574
12780,0.7224
12781,0.0021
12785,0.0602
12789,0.068
12790,0.8182
12791,0.0384
12792,0.6237
12793,0.0734
12794,0.9485
12795,0.0621
12804,0.9817
12806,0.1636
12807,0.0008
12808,0.8097
12809,0.922
12815,0.7569
12816,0.8747
12817,0.0498
12820,0.0009
12821,0.0187
12822,0.2835
12828,0.0056
12832,0.9885
12833,0.598
12835,0.9687
12837,0.9032
12840,0.0176
12841,0.962
12842,0.975
12844,0.9512
12846,0.9708
12848,0.4726
12851,0.1146
12854,0.9134
12855,0.0041
12860,0.0399
12862,0.2743
12863,0.0674
12864,0.9771
12865,0.9388
12866,0.0079
12868,0.6532
12870,0.0113
12875,0.8893
12876,0.9144
12878,0.0524
12879,0.9381
12880,0.0169
12881,0.8321
12882,0.9516
12884,0.0117
12887,0.0819
12888,0.0386
12889,0.9957
12890,0.0045
12893,0.1141
12899,0.8547
12900,0.0353
12901,0.9934
12904,0.3251
12908,0.0022
12910,0.6372
12912,0.0179
12913,0.9937
12914,0.9645
12915,0.0031
12917,0.0107
12920,0.6675
12922,0.0474
12923,0.5957
12927,0.9151
12928,0.8038
12929,0.1116
12930,0.0038
12931,0.7628
12933,0.9098
12939,0.0773
12943,0.0477
12945,0.0089
12947,0.0022
12948,0.1276
12949,0.0226
12952,0.2899
12953,0.0389
12954,0.9461
12957,0.368
12959,0.8362
12962,0.9923
12963,0.0056
12964,0.393
12966,0.6019
12967,0.0952
12973,0.0016
12974,0.7021
12975,0.0143
12976,0.3173
12977,0.8791
12978,0.0246
12979,0.1311
12980,0.8562
12981,0.0098
12982,0.9547
12983,0.8577
12986,0.8513
12988,0.0658
12989,0.9778
12990,0.0563
12991,0.9845
12992,0.9885
12997,0.0631
12998,0.0002
12999,0.0503
13001,0.0788
13002,0.9983
13003,0.0474
13005,0.0085
13006,0.9331
13007,0.989
13008,0.85
13014,0.9897
13015,0.0074
13018,0.8989
13019,0.9022
13021,0.9333
13023,0.1848
13024,0.0392
13026,0.0716
13027,0.0
13028,0.0627
13030,0.3835
13032,0.0364
13033,0.0091
13034,0.731
13037,0.0301
13041,0.9534
13045,0.8122
13046,0.9972
13051,0.6498
13052,0.4003
13053,0.663
13054,0.0001
13060,0.998
13061,0.1499
13062,0.8468
13067,0.0172
13068,0.4889
13069,0.9415
13070,0.8259
13071,0.8411
13073,0.9768
13075,0.0084
13076,0.9713
13077,0.0237
13078,0.9966
13079,0.007
13081,0.9867
13085,0.0122
13087,0.0266
13090,0.0002
13091,0.0112
13094,0.9179
13097,0.4346
13098,0.0187
13101,0.0777
13102,0.9912
13103,0.012
13106,0.1044
13107,0.1135
13109,0.041
13110,0.9741
13111,0.9766
13113,0.0012
13114,0.9946
13115,0.144
13116,0.8247
13117,0.0111
13118,0.0095
13119,0.9908
13120,0.0027
13126,0.1414
13127,0.9156
13129,0.9873
13130,0.4876
13132,0.9612
13133,0.9261
13137,0.504
13140,0.997
13142,0.9983
13143,0.9284
13147,0.3739
13148,0.1616
13149,0.8781
13151,0.0029
13152,0.9334
13154,0.4612
13155,0.0691
13157,0.8161
13161,0.9247
13163,0.9647
13165,0.4397
13168,0.1582
13169,0.9698
13170,0.9754
13173,0.0799
13174,0.9688
13176,0.0009
13179,0.1437
13180,0.0178
13184,0.3418
13185,0.0124
13186,0.8089
13188,0.1626
13191,0.0513
13193,0.0981
13194,0.6845
13197,0.0048
13198,0.2308
13200,0.1145
13202,0.0027
13203,0.9944
13205,0.2723
13206,0.8784
13208,0.9276
13209,0.999
13210,0.22
13212,0.0122
13213,0.5853
13214,0.123
13217,0.0012
13219,0.0645
13220,0.0063
13223,0.9681
13224,0.0951
13225,0.105
13226,0.0253
13227,0.0073
13228,0.469
13230,0.0138
13232,0.5555
13233,0.4486
13235,0.3278
13240,0.9193
13242,0.1892
13243,0.0051
13249,0.0089
13251,0.0077
13253,0.1271
13254,0.9326
13255,0.6687
13259,0.0005
13261,0.5961
13262,0.9669
13263,0.0623
13264,0.9042
13266,0.0892
13269,0.0035
13270,0.0595
13273,0.1899
13275,0.0174
13280,0.7227
13283,0.995
13285,0.0316
13288,0.3543
13295,0.8678
13296,0.886
13298,0.9712
13304,0.998
13306,0.7102
13310,0.0044
13311,0.9571
13313,0.002
13314,0.9973
13315,0.9355
13318,0.9776
13319,0.0006
13320,0.9961
13324,0.0965
13325,0.2578
13327,0.981
13328,0.4012
13330,0.9074
13331,0.9951
13334,0.0254
13338,0.9965
13346,0.012
13348,0.9844
13351,0.0024
13356,0.8048
13357,0.0605
13359,0.0439
13360,0.9989
13361,0.9994
13363,0.1166
13364,0.977
13365,0.0036
13366,0.9677
13368,0.9951
13370,0.8712
13371,0.146
13374,0.2424
13376,0.2269
13377,0.8973
13381,0.9326
13383,0.0628
13386,0.6298
13387,0.935
13388,0.003
13389,0.0132
13390,0.4859
13391,0.0223
13392,0.0187
13394,0.0534
13398,0.8309
13401,0.9961
13403,0.0004
13406,0.0076
13407,0.9974
13410,0.9915
13411,0.0239
13415,0.0331
13416,0.9873
13417,0.2822
13419,0.8812
13420,0.9393
13421,0.0033
13425,0.0123
13426,0.0846
13430,0.8797
13431,0.2384
13432,0.9899
13433,0.5671
13434,0.0672
13437,0.0115
13438,0.7092
13439,0.0022
13440,0.3284
13443,0.0006
13446,0.884
13449,0.9968
13453,0.5361
13454,0.0266
13457,0.9852
13461,0.0323
13463,0.9798
13464,0.2611
13467,0.0076
13472,0.0471
13473,0.9299
13474,0.2783
13475,0.6599
13476,0.9079
13482,0.9886
13484,0.2531
13485,0.0229
13489,0.9866
13491,0.4334
13493,0.9652
13494,0.9096
13497,0.9677
13499,0.084
13501,0.9996
13502,0.0387
13503,0.0188
13504,0.9246
13505,0.9881
13506,0.0037
13507,0.3828
13509,0.0654
13510,0.3801
13512,0.0218
13514,0.4033
13518,0.98
13520,0.718
13521,0.8193
13522,0.9951
13523,0.9351
13526,0.9906
13528,0.5007
13529,0.0098
13530,0.9928
13531,0.9595
13533,0.9817
13537,0.9818
13538,0.7944
13539,0.0095
13540,0.0103
13541,0.5616
13542,0.0044
13544,0.004
13549,0.1832
13550,0.0973
13552,0.0056
13553,0.1526
13555,0.9917
13556,0.0062
13558,0.9474
13563,0.3139
13566,0.9931
13568,0.003
13571,0.5484
13572,0.1092
13574,0.0417
13576,0.9715
13579,0.5832
13580,0.0922
13581,0.9558
13582,0.0032
13583,0.9015
13584,0.4785
13591,0.2285
13592,0.045
13593,0.6786
13595,0.0368
13596,0.9984
13597,0.0125
13598,0.9079
13599,0.9972
13600,0.0994
13602,0.9959
13607,0.9902
13608,0.8533
13610,0.0321
13611,0.9945
13614,0.9914
13616,0.9713
13617,0.561
13619,0.0409
13625,0.0513
13630,0.9158
13636,0.0053
13637,0.7128
13638,0.9945
13639,0.0016
13640,0.0013
13650,0.0093
13651,0.0014
13653,0.8156
13655,0.9733
13656,0.4848
13658,0.1497
13665,0.8897
13667,0.0449
13668,0.9108
13669,0.7903
13674,0.0556
13675,0.6567
13676,0.0156
13677,0.0987
13678,0.0353
13679,0.9456
13680,0.9679
13681,0.2814
13682,0.9788
13683,0.8449
13684,0.9979
13685,0.9797
13687,0.9687
13688,0.9931
13691,0.0225
13695,0.0358
13696,0.6934
13698,0.9832
13699,0.0022
13701,0.0009
13710,0.0025
13711,0.157
13712,0.1466
13714,0.5924
13715,0.0057
13718,0.9696
13724,0.9956
13725,0.0058
13726,0.6961
13727,0.074
13728,0.069
13730,0.6363
13736,0.0099
13737,0.2589
13739,0.9881
13744,0.9889
13746,0.8021
13747,0.9898
13748,0.9068
13749,0.7422
13751,0.9873
13753,0.6952
13757,0.8877
13762,0.0738
13770,0.8353
13771,0.9873
13772,0.997
13773,0.002
13774,0.7262
13776,0.2245
13779,0.9928
13783,0.0787
13785,0.9606
13787,0.5293
13791,0.9926
13793,0.4089
13794,0.9926
13800,0.9174
13801,0.9396
13803,0.8825
13804,0.6727
13806,0.9492
13807,0.0297
13809,0.0188
13812,0.737
13813,0.9947
13814,0.9487
13817,0.0025
13818,0.069
13819,0.9933
13820,0.8858
13822,0.9924
13824,0.9938
13825,0.9818
13827,0.0039
13828,0.0252
13830,0.0326
13838,0.9914
13839,0.628
13840,0.9669
13841,0.0237
13845,0.0123
13849,0.7909
13850,0.8909
13854,0.0107
13855,0.014
13856,0.9894
13860,0.9656
13861,0.1884
13863,0.9018
13865,0.0036
13866,0.9512
13870,0.0007
13871,0.9984
13873,0.9884
13875,0.395
13876,0.8829
13880,0.5693
13881,0.9903
13884,0.0031
13885,0.0021
13889,0.3631
13890,0.9739
13893,0.0658
13896,0.6696
13897,0.2819
13900,0.7403
13902,0.0018
13903,0.9763
13904,0.8648
13906,0.9249
13907,0.1071
13908,0.8512
13910,0.7563
13911,0.0379
13912,0.016
13913,0.3183
13915,0.0702
13916,0.2224
13917,0.9861
13919,0.8414
13920,0.002
13923,0.2303
13925,0.602
13926,0.6499
13927,0.8803
13928,0.9549
13932,0.998
13934,0.0955
13935,0.131
13936,0.0042
13937,0.9331
13939,0.006
13940,0.066
13941,0.0063
13942,0.9937
13943,0.0855
13945,0.0453
13946,0.36
13947,0.016
13951,0.0163
13954,0.0052
13956,0.0915
13957,0.9955
13960,0.9937
13961,0.9599
13963,0.947
13964,0.0428
13967,0.0332
13968,0.8388
13971,0.9886
13972,0.1547
13973,0.523
13979,0.7569
13980,0.4525
13982,0.0565
13984,0.9906
13985,0.0353
13988,0.0111
13989,0.7894
13990,0.226
13991,0.9905
13993,0.1092
13996,0.9973
13999,0.7919
14000,0.0194
14001,0.5349
14002,0.3048
14005,0.002
14007,0.0243
14008,0.9961
14009,0.9919
14010,0.5619
14011,0.5979
14014,0.9497
14015,0.9953
14017,0.9771
14018,0.3346
14023,0.9517
14024,0.0057
14026,0.4341
14028,0.0004
14031,0.541
14034,0.4133
14038,0.8022
14039,0.3926
14042,0.9705
14043,0.3434
14048,0.06
14049,0.0104
14051,0.8987
14055,0.785
14057,0.0938
14058,0.8129
14059,0.7961
14061,0.9897
14062,0.7136
14063,0.0014
14065,0.0807
14066,0.1743
14067,0.8882
14069,0.9021
14074,0.0557
14075,0.9374
14077,0.005
14081,0.9315
14084,0.9339
14085,0.0274
14087,0.8785
14088,0.991
14089,0.0323
14091,0.9449
14093,0.9958
14094,0.9616
14096,0.1852
14097,0.0515
14098,0.9667
14100,0.8675
14103,0.8071
14104,0.963
14109,0.9912
14111,0.4424
14113,0.0744
14114,0.0483
14115,0.0009
14116,0.0068
14118,0.1083
14119,0.786
14120,0.9915
14122,0.004
14124,0.3289
14125,0.4486
14126,0.9094
14127,0.9493
14134,0.0141
14136,0.2101
14137,0.0043
14140,0.4782
14142,0.9513
14144,0.0098
14145,0.0248
14146,0.0097
14152,0.152
14157,0.9957
14159,0.0034
14160,0.7367
14163,0.466
14164,0.0271
14166,0.9927
14174,0.822
14175,0.8685
14177,0.3424
14178,0.2903
14184,0.0551
14186,0.9405
14188,0.9162
14189,0.0583
14193,0.0469
14195,0.0415
14201,0.3477
14202,0.0333
14203,0.2788
14206,0.7928
14208,0.2092
14209,0.0008
14211,0.0079
14212,0.9884
14215,0.0003
14218,0.0739
14220,0.9887
14221,0.692
14222,0.3563
14223,0.064
14225,0.4733
14227,0.8855
14229,0.4691
14236,0.3236
14237,0.9857
14238,0.9757
14244,0.0076
14245,0.5783
14247,0.0072
14249,0.9989
14250,0.098
14256,0.9076
14257,0.1665
14259,0.8602
14260,0.9935
14261,0.5119
14262,0.0585
14265,0.965
14266,0.0886
14267,0.8187
14268,0.0116
14269,0.9214
14273,0.9944
14274,0.7907
14275,0.0066
14277,0.9833
14279,0.058
14285,0.0048
14287,0.0106
14288,0.0088
14290,0.7952
14291,0.8364
14292,0.0117
14293,0.1387
14294,0.0421
14295,0.0389
14298,0.313
14303,0.2544
14305,0.9948
14306,0.0092
14309,0.9427
14311,0.9589
14317,0.9811
14319,0.6672
14322,0.9837
14324,0.3886
14325,0.7728
14327,0.3131
14328,0.4508
14330,0.8064
14333,0.9331
14335,0.7768
14336,0.986
14339,0.7822
14341,0.1103
14342,0.0027
14343,0.9154
14344,0.1053
14345,0.0114
14348,0.8876
14349,0.9716
14350,0.5262
14351,0.7331
14352,0.8783
14353,0.9733
14355,0.9848
14356,0.2972
14357,0.2637
14359,0.9984
14363,0.7014
14364,0.9723
14369,0.7928
14370,0.8153
14371,0.9938
14372,0.037
14376,0.0095
14377,0.9914
14379,0.013
14380,0.0065
14381,0.0695
14384,0.0296
14385,0.976
14389,0.6905
14392,0.9907
14393,0.045
14395,0.9843
14396,0.7413
14397,0.0183
14398,0.9296
14399,0.1266
14400,0.0512
14403,0.0044
14404,0.0247
14405,0.9986
14407,0.4388
14409,0.2796
14412,0.9939
14413,0.1427
14414,0.2116
14415,0.6856
14416,0.0938
14418,0.9877
14420,0.9209
14422,0.0178
14426,0.0017
14427,0.4298
14428,0.959
14430,0.0647
14435,0.6487
14436,0.9581
14437,0.0046
14439,0.8426
14440,0.979
14441,0.3469
14443,0.936
14444,0.993
14450,0.9113
14451,0.9827
14453,0.9896
14454,0.0058
14457,0.9514
14459,0.9816
14460,0.0354
14461,0.94
14465,0.5497
14467,0.9955
14474,0.0062
14478,0.0168
14480,0.9446
14482,0.0928
14484,0.6069
14485,0.9895
14486,0.857
14487,0.0198
14489,0.0016
14490,0.9559
14491,0.5867
14494,0.6369
14497,0.0149
14498,0.0004
14499,0.0063
14505,0.0027
14507,0.9394
14508,0.9446
14509,0.8181
14510,0.9857
14511,0.1923
14512,0.9016
14515,0.038
14516,0.9962
14517,0.2735
14519,0.0431
14521,0.0825
14522,0.9847
14527,0.5084
14528,0.9689
14530,0.0044
14531,0.1566
14535,0.9903
14536,0.0098
14537,0.7345
14538,0.9641
14542,0.9376
14549,0.1196
14550,0.0327
14551,0.0358
14552,0.8342
14553,0.0505
14555,0.9067
14556,0.9951
14557,0.0266
14558,0.0068
14559,0.9616
14565,0.0063
14568,0.8899
14573,0.9986
14575,0.2064
14578,0.0005
14580,0.8686
14581,0.9852
14591,0.482
14593,0.9827
14596,0.0001
14597,0.9735
14598,0.9979
14604,0.0017
14605,0.8033
14610,0.9973
14611,0.3538
14614,0.9009
14615,0.8834
14616,0.0342
14618,0.0022
14620,0.8696
14622,0.9101
14623,0.0057
14625,0.9678
14627,0.9505
14628,0.0155
14629,0.2469
14630,0.9909
14631,0.9858
14635,0.0021
14636,0.9873
14638,0.0016
14639,0.3814
14640,0.026
14641,0.0133
14642,0.0133
14643,0.9859
14646,0.0087
14647,0.1969
14654,0.8624
14657,0.053
14658,0.0057
14659,0.0782
14660,0.7901
14661,0.0016
14662,0.0016
14667,0.0554
14668,0.0546
14669,0.2056
14670,0.9802
14671,0.9545
14672,0.0192
14673,0.1176
14674,0.0097
14675,0.0385
14676,0.7416
14677,0.0146
14679,0.4198
14680,0.8405
14684,0.0446
14685,0.0753
14688,0.5187
14691,0.9394
14692,0.3422
14693,0.8309
14694,0.1322
14696,0.0069
14697,0.9975
14702,0.0025
14703,0.0477
14705,0.6022
14708,0.6734
14712,0.7396
14715,0.9949
14717,0.6838
14720,0.9844
14722,0.9867
14725,0.9835
14726,0.3357
14730,0.3906
14732,0.9426
14734,0.1968
14735,0.1835
14736,0.0145
14737,0.8822
14739,0.9975
14740,0.3392
14743,0.9962
14745,0.8111
14746,0.9944
14748,0.2351
14750,0.0003
14752,0.0119
14753,0.023
14754,0.8349
14756,0.3041
14757,0.9957
14758,0.9944
14760,0.604
14764,0.8495
14766,0.7602
14770,0.1814
14772,0.0818
14774,0.8748
14777,0.1404
14780,0.0706
14781,0.9718
14782,0.9116
14783,0.0009
14786,0.9179
14787,0.0015
14788,0.9807
14791,0.0311
14793,0.5005
14795,0.5952
14796,0.0271
14797,0.9547
14800,0.0063
14801,0.5154
14802,0.088
14804,0.0219
14805,0.011
14808,0.094
14809,0.9927
14811,0.0436
14815,0.1226
14816,0.0195
14819,0.2103
14821,0.8718
14824,0.2206
14826,0.0375
14827,0.8882
14829,0.7362
14832,0.018
14833,0.2313
14834,0.0124
14837,0.9486
14840,0.981
14842,0.0209
14844,0.1077
14845,0.9966
14847,0.8137
14848,0.0485
14850,0.8594
14853,0.8709
14856,0.018
14858,0.1037
14860,0.003
14861,0.0106
14863,0.0136
14868,0.922
14870,0.5658
14872,0.8815
14873,0.9865
14875,0.8481
14877,0.0028
14878,0.0642
14879,0.0003
14882,0.8923
14884,0.9074
14887,0.5559
14888,0.0435
14889,0.9354
14890,0.922
14891,0.5123
14893,0.969
14898,0.0012
14899,0.6863
14901,0.9691
14902,0.3677
14904,0.9901
14906,0.0233
14907,0.7934
14910,0.6859
14911,0.9793
14913,0.9983
14915,0.9717
14917,0.0091
14921,0.0027
14922,0.0002
14923,0.6468
14926,0.0302
14927,0.9638
14928,0.0231
14930,0.0104
14931,0.2436
14932,0.4754
14933,0.5221
14934,0.1846
14935,0.9789
14939,0.9901
14940,0.3138
14943,0.043
14947,0.7628
14948,0.0655
14949,0.2261
14952,0.9992
14953,0.0239
14954,0.1807
14955,0.0032
14958,0.962
14959,0.0274
14960,0.0027
14962,0.8947
14963,0.0512
14964,0.9768
14966,0.9947
14967,0.7689
14969,0.2107
14971,0.0234
14972,0.513
14974,0.2952
14975,0.9578
14977,0.1058
14978,0.26
14981,0.9842
14983,0.0331
14986,0.8961
14987,0.9361
14988,0.0159
14989,0.9903
14992,0.948
14994,0.724
14998,0.0007
15000,0.931
15001,0.4497
15005,0.1842
15006,0.0779
15007,0.616
15008,0.6107
15009,0.9654
15011,0.0898
15014,0.7454
15015,0.2059
15019,0.3053
15020,0.9826
15021,0.6932
15023,0.2262
15025,0.8986
15026,0.0177
15027,0.9983
15029,0.7209
15031,0.122
15034,0.8897
15035,0.0088
15036,0.8889
15037,0.0007
15039,0.9745
15041,0.2666
15046,0.0002
15047,0.9566
15049,0.8236
15053,0.8772
15054,0.9127
15058,0.0384
15063,0.9146
15065,0.9891
15066,0.8384
15068,0.1542
15069,0.0218
15071,0.6309
15072,0.9891
15074,0.9746
15075,0.0085
15076,0.3835
15077,0.0085
15079,0.1193
15080,0.0056
15081,0.9295
15082,0.9502
15083,0.8008
15084,0.9188
15087,0.2764
15091,0.9335
15092,0.0814
15093,0.1133
15096,0.1669
15097,0.0102
15100,0.0033
15103,0.982
15104,0.2457
15106,0.0446
15109,0.9847
15110,0.1554
15113,0.9512
15114,0.9945
15115,0.0116
15120,0.1361
15128,0.0109
15129,0.0043
15134,0.961
15139,0.9783
15141,0.3772
15142,0.9527
15143,0.6253
15144,0.0133
15145,0.9307
15146,0.8208
15149,0.9969
15154,0.7945
15157,0.0069
15159,0.7103
15160,0.8113
15161,0.9938
15162,0.0007
15164,0.2365
15166,0.9258
15169,0.0736
15170,0.998
15172,0.897
15173,0.8888
15176,0.226
15182,0.0376
15183,0.9609
15184,0.1555
15186,0.7316
15187,0.9195
15189,0.9887
15191,0.2749
15193,0.3018
15196,0.003
15197,0.0019
15198,0.2102
15205,0.9547
15206,0.0057
15208,0.0465
15211,0.999
15213,0.9683
15214,0.979
15217,0.3062
15221,0.9086
15228,0.997
15230,0.915
15231,0.4053
15235,0.2511
15241,0.9184
15244,0.9869
15245,0.9596
15247,0.047
15248,0.5362
15251,0.1075
15252,0.5086
15254,0.8741
15256,0.9955
15257,0.0293
15258,0.0144
15259,0.9979
15260,0.2247
15261,0.9427
15262,0.0107
15265,0.997
15267,0.8412
15270,0.3515
15271,0.4642
15272,0.0249
15273,0.9982
15274,0.9584
15277,0.9862
15279,0.5378
15282,0.0566
15283,0.9848
15284,0.5634
15285,0.8887
15286,0.9549
15287,0.9562
15290,0.9836
15291,0.0207
15293,0.0977
15294,0.4669
15299,0.7657
15302,0.9442
15304,0.0006
15305,0.0462
15307,0.9786
15311,0.6771
15312,0.0339
15313,0.7275
15314,0.0196
15315,0.9495
15316,0.0376
15318,0.0148
15320,0.0604
15323,0.9677
15324,0.094
15326,0.5908
15331,0.9956
15332,0.982
15334,0.0005
15338,0.985
15339,0.9146
15341,0.0148
15342,0.1716
15344,0.974
15346,0.0237
15351,0.9854
15352,0.8949
15355,0.1517
15359,0.981
15361,0.9695
15362,0.9894
15363,0.9817
15364,0.4895
15367,0.5005
15372,0.0619
15376,0.9945
15377,0.8031
15379,0.6764
15380,0.4892
15382,0.5974
15384,0.9918
15385,0.2721
15388,0.8392
15391,0.2449
15393,0.0429
15396,0.0016
15397,0.0111
15398,0.8142
15400,0.9233
15401,0.8883
15403,0.7698
15406,0.0103
15407,0.9952
15408,0.7823
15410,0.1583
15412,0.9339
15413,0.9636
15417,0.7072
15420,0.997
15423,0.9766
15425,0.0273
15426,0.1997
15427,0.8514
15429,0.8695
15430,0.422
15431,0.6933
15433,0.8536
15435,0.0135
15438,0.0208
15440,0.5349
15445,0.8743
15446,0.1894
15447,0.9196
15448,0.06
15453,0.9296
15454,0.005
15457,0.7062
15459,0.1725
15460,0.0017
15461,0.0075
15464,0.7012
15466,0.0014
15467,0.1058
15469,0.124
15470,0.481
15471,0.7693
15472,0.9194
15473,0.8594
15474,0.8905
15476,0.9979
15477,0.0152
15478,0.0245
15479,0.1147
15480,0.6911
15481,0.8105
15482,0.1521
15483,0.0125
15484,0.1416
15485,0.9939
15487,0.9871
15493,0.0027
15494,0.0023
15497,0.0165
15498,0.0308
15500,0.1682
15504,0.2353
15507,0.5055
15508,0.1798
15509,0.0679
15515,0.857
15516,0.5919
15517,0.0017
15524,0.0357
15527,0.3873
15530,0.0033
15531,0.985
15532,0.1272
15534,0.7762
15537,0.9832
15538,0.0136
15539,0.2074
15540,0.0511
15541,0.3788
15543,0.0092
15545,0.0145
15546,0.125
15547,0.6556
15548,0.0243
15554,0.9547
15556,0.034
15557,0.0041
15558,0.9458
15559,0.0129
15560,0.9581
15562,0.9712
15564,0.8864
15565,0.0065
15569,0.5773
15571,0.3811
15578,0.2433
15579,0.9878
15580,0.1682
15582,0.0873
15583,0.8034
15584,0.8912
15585,0.0028
15588,0.9949
15589,0.0037
15590,0.7263
15592,0.9731
15597,0.0213
15599,0.9327
15600,0.991
15601,0.9331
15604,0.9204
15607,0.7183
15608,0.6153
15609,0.1687
15610,0.9313
15611,0.0028
15614,0.9858
15615,0.0774
15617,0.504
15621,0.9186
15624,0.0346
15625,0.0204
15630,0.0004
15634,0.4304
15637,0.964
15638,0.998
15639,0.991
15641,0.9734
15644,0.0444
15649,0.9595
15651,0.3984
15652,0.2335
15653,0.6581
15654,0.9859
15655,0.7227
15656,0.0372
15657,0.9331
15658,0.9784
15660,0.0002
15662,0.741
15665,0.7859
15668,0.9802
15672,0.0035
15674,0.9743
15675,0.0014
15677,0.999
15680,0.285
15681,0.724
15684,0.766
15685,0.002
15687,0.0209
15693,0.9966
15698,0.011
15699,0.4464
15700,0.0402
15702,0.0254
15704,0.9198
15707,0.0099
15708,0.8546
15709,0.7054
15710,0.0028
15712,0.5115
15713,0.0448
15714,0.9944
15715,0.972
15716,0.8952
15717,0.8601
15719,0.7254
15721,0.966
15722,0.8541
15723,0.005
15726,0.015
15727,0.8639
15728,0.9819
15730,0.0147
15733,0.7705
15736,0.1066
15741,0.1293
15744,0.0177
15746,0.1881
15749,0.9632
15750,0.9338
15751,0.8334
15757,0.0263
15758,0.9918
15759,0.9603
15760,0.7632
15761,0.0208
15763,0.0293
15764,0.9714
15765,0.2185
15766,0.9861
15767,0.032
15771,0.1325
15777,0.9875
15778,0.8535
15779,0.9928
15780,0.0017
15781,0.5229
15782,0.724
15783,0.956
15785,0.2151
15787,0.5262
15788,0.0922
15789,0.785
15791,0.9121
15793,0.9823
15794,0.009
15795,0.0695
15797,0.9823
15799,0.9884
15801,0.0048
15802,0.8117
15803,0.0905
15805,0.9697
15806,0.0018
15807,0.9623
15808,0.9498
15810,0.927
15812,0.0212
15813,0.0312
15815,0.9765
15817,0.9139
15823,0.9823
15824,0.8709
15825,0.1928
15826,0.0373
15827,0.4289
15828,0.9923
15829,0.0473
15830,0.8794
15831,0.9757
15833,0.0044
15834,0.1577
15835,0.0249
15838,0.0365
15841,0.971
15842,0.7866
15843,0.9573
15844,0.0014
15846,0.0019
15848,0.03
15849,0.0016
15851,0.8906
15855,0.0358
15857,0.0041
15858,0.0791
15859,0.0073
15860,0.9798
15861,0.4855
15865,0.2023
15867,0.0323
15869,0.2718
15871,0.9754
15874,0.9887
15877,0.1576
15879,0.087
15880,0.966
15883,0.0813
15885,0.0005
15886,0.9964
15887,0.0148
15888,0.0087
15889,0.0882
15892,0.0013
15893,0.1792
15894,0.0776
15895,0.2057
15896,0.9866
15899,0.0392
15902,0.1383
15903,0.4425
15904,0.9848
15905,0.9935
15912,0.089
15913,0.2431
15916,0.0568
15917,0.8814
15923,0.0312
15924,0.9252
15926,0.2737
15930,0.9672
15933,0.0038
15935,0.2529
15940,0.0557
15942,0.0412
15943,0.0009
15944,0.2289
15946,0.8339
15947,0.7399
15948,0.9965
15949,0.8012
15950,0.9995
15952,0.0992
15953,0.4001
15956,0.017
15957,0.9936
15958,0.5499
15959,0.005
15961,0.9725
15962,0.9543
15963,0.782
15965,0.9716
15966,0.241
15967,0.4826
15970,0.9706
15971,0.9594
15973,0.0026
15977,0.0082
15979,0.845
15981,0.0208
15985,0.0004
15991,0.2448
15992,0.6247
15993,0.7697
15997,0.9946
16001,0.8757
16002,0.0061
16003,0.5196
16004,0.0049
16006,0.7039
16009,0.9926
16010,0.0012
16012,0.9961
16016,0.5461
16018,0.9221
16019,0.2345
16020,0.0115
16023,0.5957
16024,0.8488
16026,0.873
16027,0.0563
16028,0.4724
16029,0.0106
16033,0.8741
16034,0.5634
16035,0.9843
16042,0.101
16047,0.9601
16049,0.977
16051,0.1229
16053,0.0605
16055,0.9107
16056,0.0132
16059,0.9585
16060,0.0492
16061,0.0668
16065,0.0049
16066,0.2719
16067,0.7009
16068,0.9658
16071,0.8286
16074,0.1246
16078,0.9929
16079,0.0147
16081,0.9862
16082,0.9984
16084,0.0527
16087,0.3198
16088,0.0013
16089,0.0529
16094,0.0484
16095,0.9973
16097,0.3207
16099,0.6932
16102,0.0401
16106,0.1775
16107,0.497
16108,0.9712
16109,0.1474
16110,0.9864
16111,0.9935
16112,0.1363
16113,0.0036
16114,0.0103
16116,0.956
16117,0.9939
16118,0.4882
16119,0.9046
16122,0.2626
16131,0.7919
16132,0.0014
16135,0.0927
16137,0.7514
16138,0.0183
16142,0.941
16145,0.9951
16147,0.2087
16148,0.0966
16149,0.2698
16150,0.6576
16152,0.5104
16153,0.7249
16155,0.0404
16156,0.2493
16157,0.1064
16159,0.9984
16164,0.4539
16165,0.995
16167,0.0383
16169,0.9926
16171,0.9368
16172,0.0034
16175,0.0272
16176,0.9932
